Review,Positive,Negative,Neutral,Compound,Sentiment
much,0.0,0.0,1.0,0.0,Neutral
el,0.0,0.0,1.0,0.0,Neutral
dontplay,0.0,0.0,1.0,0.0,Neutral
game,0.0,0.0,1.0,0.0,Neutral
watch,0.0,0.0,1.0,0.0,Neutral
movi,0.0,0.0,1.0,0.0,Neutral
dont,0.0,0.0,1.0,0.0,Neutral
graphic,0.0,0.0,1.0,0.0,Neutral
render,0.0,0.0,1.0,0.0,Neutral
work,0.0,0.0,1.0,0.0,Neutral
idont,0.0,0.0,1.0,0.0,Neutral
code,0.0,0.0,1.0,0.0,Neutral
work,0.0,0.0,1.0,0.0,Neutral
heavi,0.0,0.0,1.0,0.0,Neutral
duti,0.0,0.0,1.0,0.0,Neutral
officesuit,0.0,0.0,1.0,0.0,Neutral
use,0.0,0.0,1.0,0.0,Neutral
softwar,0.0,0.0,1.0,0.0,Neutral
use,0.0,0.0,1.0,0.0,Neutral
throughbrows,0.0,0.0,1.0,0.0,Neutral
etc,0.0,0.0,1.0,0.0,Neutral
need,0.0,0.0,1.0,0.0,Neutral
comput,0.0,0.0,1.0,0.0,Neutral
occasion,0.0,0.0,1.0,0.0,Neutral
youtubevideowhat,0.0,0.0,1.0,0.0,Neutral
ive,0.0,0.0,1.0,0.0,Neutral
dealt,0.0,0.0,1.0,0.0,Neutral
sinc,0.0,0.0,1.0,0.0,Neutral
receiv,0.0,0.0,1.0,0.0,Neutral
machin,0.0,0.0,1.0,0.0,Neutral
turn,0.0,0.0,1.0,0.0,Neutral
fromlenovo,0.0,0.0,1.0,0.0,Neutral
forev,0.0,0.0,1.0,0.0,Neutral
comput,0.0,0.0,1.0,0.0,Neutral
advertisedlight,0.0,0.0,1.0,0.0,Neutral
power,0.0,0.0,1.0,0.0,Neutral
simpleno,0.0,0.0,1.0,0.0,Neutral
touch,0.0,0.0,1.0,0.0,Neutral
screen,0.0,0.0,1.0,0.0,Neutral
keyboard,0.0,0.0,1.0,0.0,Neutral
decent,0.0,0.0,1.0,0.0,Neutral
everyth,0.0,0.0,1.0,0.0,Neutral
el,0.0,0.0,1.0,0.0,Neutral
great,1.0,0.0,0.0,0.6249,Positive
far,0.0,0.0,1.0,0.0,Neutral
idgiv,0.0,0.0,1.0,0.0,Neutral
bexcept,0.0,0.0,1.0,0.0,Neutral
yesterday,0.0,0.0,1.0,0.0,Neutral
start,0.0,0.0,1.0,0.0,Neutral
charg,0.0,0.0,1.0,0.0,Neutral
issu,0.0,0.0,1.0,0.0,Neutral
daysof,0.0,0.0,1.0,0.0,Neutral
use,0.0,0.0,1.0,0.0,Neutral
comput,0.0,0.0,1.0,0.0,Neutral
isnt,0.0,0.0,1.0,0.0,Neutral
charg,0.0,0.0,1.0,0.0,Neutral
correctli,0.0,0.0,1.0,0.0,Neutral
indic,0.0,0.0,1.0,0.0,Neutral
connectedwhen,0.0,0.0,1.0,0.0,Neutral
tell,0.0,0.0,1.0,0.0,Neutral
power,0.0,0.0,1.0,0.0,Neutral
cord,0.0,0.0,1.0,0.0,Neutral
wrongwattag,0.0,0.0,1.0,0.0,Neutral
comput,0.0,0.0,1.0,0.0,Neutral
even,0.0,0.0,1.0,0.0,Neutral
though,0.0,0.0,1.0,0.0,Neutral
b,0.0,0.0,0.0,0.0,Neutral
work,0.0,0.0,1.0,0.0,Neutral
finesinc,0.0,0.0,1.0,0.0,Neutral
got,0.0,0.0,1.0,0.0,Neutral
extern,0.0,0.0,1.0,0.0,Neutral
monitor,0.0,0.0,1.0,0.0,Neutral
flash,0.0,0.0,1.0,0.0,Neutral
accord,0.0,0.0,1.0,0.0,Neutral
thelenovo,0.0,0.0,1.0,0.0,Neutral
client,0.0,0.0,1.0,0.0,Neutral
stuff,0.0,0.0,1.0,0.0,Neutral
uptod,0.0,0.0,1.0,0.0,Neutral
work,0.0,0.0,1.0,0.0,Neutral
correctlyenterlenovo,0.0,0.0,1.0,0.0,Neutral
superior,1.0,0.0,0.0,0.5423,Positive
custom,0.0,0.0,1.0,0.0,Neutral
support,1.0,0.0,0.0,0.4019,Positive
team,0.0,0.0,1.0,0.0,Neutral
fix,0.0,0.0,1.0,0.0,Neutral
issu,0.0,0.0,1.0,0.0,Neutral
right,0.0,0.0,1.0,0.0,Neutral
awayjustkiddingent,0.0,0.0,1.0,0.0,Neutral
lenovo,0.0,0.0,1.0,0.0,Neutral
frustrat,0.0,0.0,1.0,0.0,Neutral
navigat,0.0,0.0,1.0,0.0,Neutral
menu,0.0,0.0,1.0,0.0,Neutral
wait,0.0,0.0,1.0,0.0,Neutral
itasal,0.0,0.0,1.0,0.0,Neutral
support,1.0,0.0,0.0,0.4019,Positive
team,0.0,0.0,1.0,0.0,Neutral
avail,0.0,0.0,1.0,0.0,Neutral
pm,0.0,0.0,1.0,0.0,Neutral
est,0.0,0.0,1.0,0.0,Neutral
friday,0.0,0.0,1.0,0.0,Neutral
amest,0.0,0.0,1.0,0.0,Neutral
mondaycan,0.0,0.0,1.0,0.0,Neutral
imagin,0.0,0.0,1.0,0.0,Neutral
compani,0.0,0.0,1.0,0.0,Neutral
enterpris,0.0,0.0,1.0,0.0,Neutral
valu,0.0,0.0,1.0,0.0,Neutral
north,0.0,0.0,1.0,0.0,Neutral
ofbn,0.0,0.0,1.0,0.0,Neutral
wont,0.0,0.0,1.0,0.0,Neutral
pay,0.0,1.0,0.0,-0.1027,Negative
support,1.0,0.0,0.0,0.4019,Positive
weekend,0.0,0.0,1.0,0.0,Neutral
unfreakingbelievablefurthermor,0.0,0.0,1.0,0.0,Neutral
support,1.0,0.0,0.0,0.4019,Positive
staff,0.0,0.0,1.0,0.0,Neutral
talk,0.0,0.0,1.0,0.0,Neutral
lock,0.0,0.0,1.0,0.0,Neutral
upth,0.0,0.0,1.0,0.0,Neutral
offic,0.0,0.0,1.0,0.0,Neutral
weekend,0.0,0.0,1.0,0.0,Neutral
said,0.0,0.0,1.0,0.0,Neutral
turnaround,0.0,0.0,1.0,0.0,Neutral
time,0.0,0.0,1.0,0.0,Neutral
repair,0.0,0.0,1.0,0.0,Neutral
mycomput,0.0,0.0,1.0,0.0,Neutral
would,0.0,0.0,1.0,0.0,Neutral
busi,0.0,0.0,1.0,0.0,Neutral
day,0.0,0.0,1.0,0.0,Neutral
like,1.0,0.0,0.0,0.3612,Positive
big,0.0,0.0,1.0,0.0,Neutral
deal,0.0,0.0,1.0,0.0,Neutral
right,0.0,0.0,1.0,0.0,Neutral
ill,0.0,1.0,0.0,-0.4215,Negative
use,0.0,0.0,1.0,0.0,Neutral
penand,0.0,0.0,1.0,0.0,Neutral
paper,0.0,0.0,1.0,0.0,Neutral
week,0.0,0.0,1.0,0.0,Neutral
half,0.0,0.0,1.0,0.0,Neutral
twoweekold,0.0,0.0,1.0,0.0,Neutral
comput,0.0,0.0,1.0,0.0,Neutral
mayb,0.0,0.0,1.0,0.0,Neutral
getsfixedor,0.0,0.0,1.0,0.0,Neutral
could,0.0,0.0,1.0,0.0,Neutral
talk,0.0,0.0,1.0,0.0,Neutral
sale,0.0,0.0,1.0,0.0,Neutral
get,0.0,0.0,1.0,0.0,Neutral
new,0.0,0.0,1.0,0.0,Neutral
one,0.0,0.0,1.0,0.0,Neutral
sent,0.0,0.0,1.0,0.0,Neutral
canspend,0.0,0.0,1.0,0.0,Neutral
hour,0.0,0.0,1.0,0.0,Neutral
get,0.0,0.0,1.0,0.0,Neutral
new,0.0,0.0,1.0,0.0,Neutral
comput,0.0,0.0,1.0,0.0,Neutral
set,0.0,0.0,1.0,0.0,Neutral
old,0.0,0.0,1.0,0.0,Neutral
one,0.0,0.0,1.0,0.0,Neutral
wipe,0.0,0.0,1.0,0.0,Neutral
thensent,0.0,0.0,1.0,0.0,Neutral
back,0.0,0.0,1.0,0.0,Neutral
oh,0.0,0.0,1.0,0.0,Neutral
dont,0.0,0.0,1.0,0.0,Neutral
work,0.0,0.0,1.0,0.0,Neutral
weekend,0.0,0.0,1.0,0.0,Neutral
either,0.0,0.0,1.0,0.0,Neutral
canhowev,0.0,0.0,1.0,0.0,Neutral
order,0.0,0.0,1.0,0.0,Neutral
new,0.0,0.0,1.0,0.0,Neutral
product,0.0,0.0,1.0,0.0,Neutral
talk,0.0,0.0,1.0,0.0,Neutral
someon,0.0,0.0,1.0,0.0,Neutral
chat,0.0,0.0,1.0,0.0,Neutral
theweekend,0.0,0.0,1.0,0.0,Neutral
sale,0.0,0.0,1.0,0.0,Neutral
support,1.0,0.0,0.0,0.4019,Positive
technic,0.0,0.0,1.0,0.0,Neutral
supportor,0.0,0.0,1.0,0.0,Neutral
could,0.0,0.0,1.0,0.0,Neutral
take,0.0,0.0,1.0,0.0,Neutral
mycomput,0.0,0.0,1.0,0.0,Neutral
certifi,0.0,0.0,1.0,0.0,Neutral
lenovo,0.0,0.0,1.0,0.0,Neutral
repair,0.0,0.0,1.0,0.0,Neutral
site,0.0,0.0,1.0,0.0,Neutral
live,0.0,0.0,1.0,0.0,Neutral
sf,0.0,0.0,1.0,0.0,Neutral
bay,0.0,0.0,1.0,0.0,Neutral
areahardlyth,0.0,0.0,1.0,0.0,Neutral
middl,0.0,0.0,1.0,0.0,Neutral
nowherether,0.0,0.0,1.0,0.0,Neutral
one,0.0,0.0,1.0,0.0,Neutral
locat,0.0,0.0,1.0,0.0,Neutral
within,0.0,0.0,1.0,0.0,Neutral
hour,0.0,0.0,1.0,0.0,Neutral
meand,0.0,0.0,1.0,0.0,Neutral
itsclos,0.0,0.0,1.0,0.0,Neutral
weekendsther,0.0,0.0,1.0,0.0,Neutral
one,0.0,0.0,1.0,0.0,Neutral
right,0.0,0.0,1.0,0.0,Neutral
hour,0.0,0.0,1.0,0.0,Neutral
im,0.0,0.0,1.0,0.0,Neutral
sureif,0.0,0.0,1.0,0.0,Neutral
open,0.0,0.0,1.0,0.0,Neutral
weekend,0.0,0.0,1.0,0.0,Neutral
didnt,0.0,0.0,1.0,0.0,Neutral
answer,0.0,0.0,1.0,0.0,Neutral
phone,0.0,0.0,1.0,0.0,Neutral
websitehasnt,0.0,0.0,1.0,0.0,Neutral
updat,0.0,0.0,1.0,0.0,Neutral
sinc,0.0,0.0,1.0,0.0,Neutral
wast,0.0,0.0,1.0,0.0,Neutral
saturday,0.0,0.0,1.0,0.0,Neutral
notspend,0.0,0.0,1.0,0.0,Neutral
time,0.0,0.0,1.0,0.0,Neutral
famili,0.0,0.0,1.0,0.0,Neutral
im,0.0,0.0,1.0,0.0,Neutral
tri,0.0,0.0,1.0,0.0,Neutral
resolv,0.0,0.0,1.0,0.0,Neutral
comput,0.0,0.0,1.0,0.0,Neutral
issu,0.0,0.0,1.0,0.0,Neutral
abrand,0.0,0.0,1.0,0.0,Neutral
new,0.0,0.0,1.0,0.0,Neutral
comput,0.0,0.0,1.0,0.0,Neutral
giant,0.0,0.0,1.0,0.0,Neutral
corpor,0.0,0.0,1.0,0.0,Neutral
resourc,0.0,0.0,1.0,0.0,Neutral
avail,0.0,0.0,1.0,0.0,Neutral
tosupport,0.0,0.0,1.0,0.0,Neutral
weekend,0.0,0.0,1.0,0.0,Neutral
prepar,0.0,0.0,1.0,0.0,Neutral
get,0.0,0.0,1.0,0.0,Neutral
road,0.0,0.0,1.0,0.0,Neutral
work,0.0,0.0,1.0,0.0,Neutral
tomorrowfor,0.0,0.0,1.0,0.0,Neutral
week,0.0,0.0,1.0,0.0,Neutral
fortun,0.0,0.0,1.0,0.0,Neutral
ill,0.0,1.0,0.0,-0.4215,Negative
backlat,0.0,0.0,1.0,0.0,Neutral
fridayjust,0.0,0.0,1.0,0.0,Neutral
time,0.0,0.0,1.0,0.0,Neutral
toclos,0.0,0.0,1.0,0.0,Neutral
shop,0.0,0.0,1.0,0.0,Neutral
weekend,0.0,0.0,1.0,0.0,Neutral
againthinkpad,0.0,0.0,1.0,0.0,Neutral
product,0.0,0.0,1.0,0.0,Neutral
might,0.0,0.0,1.0,0.0,Neutral
great,1.0,0.0,0.0,0.6249,Positive
im,0.0,0.0,1.0,0.0,Neutral
notsur,0.0,0.0,1.0,0.0,Neutral
ive,0.0,0.0,1.0,0.0,Neutral
heard,0.0,0.0,1.0,0.0,Neutral
decent,0.0,0.0,1.0,0.0,Neutral
thing,0.0,0.0,1.0,0.0,Neutral
end,0.0,0.0,1.0,0.0,Neutral
lemon,0.0,0.0,1.0,0.0,Neutral
better,1.0,0.0,0.0,0.4404,Positive
startblock,0.0,0.0,1.0,0.0,Neutral
big,0.0,0.0,1.0,0.0,Neutral
chunk,0.0,0.0,1.0,0.0,Neutral
time,0.0,0.0,1.0,0.0,Neutral
calendar,0.0,0.0,1.0,0.0,Neutral
fix,0.0,0.0,1.0,0.0,Neutral
becauseyour,0.0,0.0,1.0,0.0,Neutral
go,0.0,0.0,1.0,0.0,Neutral
left,0.0,0.0,1.0,0.0,Neutral
high,0.0,0.0,1.0,0.0,Neutral
dri,0.0,0.0,1.0,0.0,Neutral
lenovo,0.0,0.0,1.0,0.0,Neutral
realli,0.0,0.0,1.0,0.0,Neutral
care,1.0,0.0,0.0,0.4939,Positive
aboutth,0.0,0.0,1.0,0.0,Neutral
littl,0.0,0.0,1.0,0.0,Neutral
guy,0.0,0.0,1.0,0.0,Neutral
right,0.0,0.0,1.0,0.0,Neutral
shmuck,0.0,0.0,1.0,0.0,Neutral
bought,0.0,0.0,1.0,0.0,Neutral
laptop,0.0,0.0,1.0,0.0,Neutral
computerfrom,0.0,0.0,1.0,0.0,Neutral
ibm,0.0,0.0,1.0,0.0,Neutral
own,0.0,0.0,1.0,0.0,Neutral
companyaft,0.0,0.0,1.0,0.0,Neutral
go,0.0,0.0,1.0,0.0,Neutral
sever,0.0,0.0,1.0,0.0,Neutral
xp,1.0,0.0,0.0,0.3818,Positive
x,0.0,0.0,0.0,0.0,Neutral
carbon,0.0,0.0,1.0,0.0,Neutral
sell,0.0,0.0,1.0,0.0,Neutral
electron,0.0,0.0,1.0,0.0,Neutral
ireplac,0.0,0.0,1.0,0.0,Neutral
xp,1.0,0.0,0.0,0.3818,Positive
u,0.0,0.0,0.0,0.0,Neutral
laptop,0.0,0.0,1.0,0.0,Neutral
x,0.0,0.0,0.0,0.0,Neutral
carbon,0.0,0.0,1.0,0.0,Neutral
ultrabook,0.0,0.0,1.0,0.0,Neutral
overal,0.0,0.0,1.0,0.0,Neutral
ilik,0.0,0.0,1.0,0.0,Neutral
one,0.0,0.0,1.0,0.0,Neutral
better,1.0,0.0,0.0,0.4404,Positive
xp,1.0,0.0,0.0,0.3818,Positive
brighter,1.0,0.0,0.0,0.3818,Positive
screen,0.0,0.0,1.0,0.0,Neutral
better,1.0,0.0,0.0,0.4404,Positive
colorreproduct,0.0,0.0,1.0,0.0,Neutral
much,0.0,0.0,1.0,0.0,Neutral
nicer,1.0,0.0,0.0,0.4404,Positive
design,0.0,0.0,1.0,0.0,Neutral
better,1.0,0.0,0.0,0.4404,Positive
batteryth,0.0,0.0,1.0,0.0,Neutral
x,0.0,0.0,0.0,0.0,Neutral
carbon,0.0,0.0,1.0,0.0,Neutral
sameweight,0.0,0.0,1.0,0.0,Neutral
xp,1.0,0.0,0.0,0.3818,Positive
decis,0.0,0.0,1.0,0.0,Neutral
point,0.0,0.0,1.0,0.0,Neutral
bonu,0.0,0.0,1.0,0.0,Neutral
bigger,0.0,0.0,1.0,0.0,Neutral
andmor,0.0,0.0,1.0,0.0,Neutral
usabl,0.0,0.0,1.0,0.0,Neutral
screen,0.0,0.0,1.0,0.0,Neutral
trackpad,0.0,0.0,1.0,0.0,Neutral
xp,1.0,0.0,0.0,0.3818,Positive
slightli,0.0,0.0,1.0,0.0,Neutral
better,1.0,0.0,0.0,0.4404,Positive
bothar,0.0,0.0,1.0,0.0,Neutral
great,1.0,0.0,0.0,0.6249,Positive
keyboard,0.0,0.0,1.0,0.0,Neutral
x,0.0,0.0,0.0,0.0,Neutral
absolut,0.0,0.0,1.0,0.0,Neutral
amaz,0.0,0.0,1.0,0.0,Neutral
comparison,0.0,0.0,1.0,0.0,Neutral
xp,1.0,0.0,0.0,0.3818,Positive
also,0.0,0.0,1.0,0.0,Neutral
good,1.0,0.0,0.0,0.4404,Positive
nowher,0.0,0.0,1.0,0.0,Neutral
near,0.0,0.0,1.0,0.0,Neutral
greatth,0.0,0.0,1.0,0.0,Neutral
x,0.0,0.0,0.0,0.0,Neutral
carbon,0.0,0.0,1.0,0.0,Neutral
wors,0.0,0.0,1.0,0.0,Neutral
thermalsolut,0.0,0.0,1.0,0.0,Neutral
xp,1.0,0.0,0.0,0.3818,Positive
result,0.0,0.0,1.0,0.0,Neutral
obnoxi,0.0,0.0,1.0,0.0,Neutral
louder,0.0,0.0,1.0,0.0,Neutral
run,0.0,0.0,1.0,0.0,Neutral
hotteri,0.0,0.0,1.0,0.0,Neutral
solv,0.0,0.0,1.0,0.0,Neutral
issu,0.0,0.0,1.0,0.0,Neutral
repast,0.0,0.0,1.0,0.0,Neutral
heatsink,0.0,0.0,1.0,0.0,Neutral
noctua,0.0,0.0,1.0,0.0,Neutral
nth,0.0,0.0,1.0,0.0,Neutral
past,0.0,0.0,1.0,0.0,Neutral
irecommend,0.0,0.0,1.0,0.0,Neutral
one,0.0,0.0,1.0,0.0,Neutral
easi,0.0,0.0,1.0,0.0,Neutral
spread,0.0,0.0,1.0,0.0,Neutral
compar,0.0,0.0,1.0,0.0,Neutral
past,0.0,0.0,1.0,0.0,Neutral
afterrepast,0.0,0.0,1.0,0.0,Neutral
xp,1.0,0.0,0.0,0.3818,Positive
couldnt,0.0,0.0,1.0,0.0,Neutral
hear,0.0,0.0,1.0,0.0,Neutral
fan,1.0,0.0,0.0,0.3182,Positive
anymor,0.0,0.0,1.0,0.0,Neutral
x,0.0,0.0,0.0,0.0,Neutral
carbon,0.0,0.0,1.0,0.0,Neutral
theywher,0.0,0.0,1.0,0.0,Neutral
still,0.0,0.0,1.0,0.0,Neutral
often,0.0,0.0,1.0,0.0,Neutral
likether,0.0,0.0,1.0,0.0,Neutral
softwar,0.0,0.0,1.0,0.0,Neutral
call,0.0,0.0,1.0,0.0,Neutral
throttlestopthat,0.0,0.0,1.0,0.0,Neutral
help,1.0,0.0,0.0,0.4019,Positive
lower,0.0,1.0,0.0,-0.296,Negative
temperatur,0.0,0.0,1.0,0.0,Neutral
improv,0.0,0.0,1.0,0.0,Neutral
batteri,0.0,0.0,1.0,0.0,Neutral
life,0.0,0.0,1.0,0.0,Neutral
makefan,0.0,0.0,1.0,0.0,Neutral
silent,0.0,0.0,1.0,0.0,Neutral
configur,0.0,0.0,1.0,0.0,Neutral
run,0.0,0.0,1.0,0.0,Neutral
minim,0.0,0.0,1.0,0.0,Neutral
automat,0.0,0.0,1.0,0.0,Neutral
windowsstartup,0.0,0.0,1.0,0.0,Neutral
task,0.0,0.0,1.0,0.0,Neutral
schedulerbefor,0.0,0.0,1.0,0.0,Neutral
temp,0.0,0.0,1.0,0.0,Neutral
c,0.0,0.0,0.0,0.0,Neutral
min,0.0,0.0,1.0,0.0,Neutral
c,0.0,0.0,0.0,0.0,Neutral
maximum,0.0,0.0,1.0,0.0,Neutral
theyar,0.0,0.0,1.0,0.0,Neutral
c,0.0,0.0,0.0,0.0,Neutral
min,0.0,0.0,1.0,0.0,Neutral
c,0.0,0.0,0.0,0.0,Neutral
maxfor,0.0,0.0,1.0,0.0,Neutral
read,0.0,0.0,1.0,0.0,Neutral
pdf,0.0,0.0,1.0,0.0,Neutral
use,0.0,0.0,1.0,0.0,Neutral
offic,0.0,0.0,1.0,0.0,Neutral
word,0.0,0.0,1.0,0.0,Neutral
laptop,0.0,0.0,1.0,0.0,Neutral
iturn,0.0,0.0,1.0,0.0,Neutral
turbo,0.0,0.0,1.0,0.0,Neutral
boost,1.0,0.0,0.0,0.4019,Positive
undervolt,0.0,0.0,1.0,0.0,Neutral
option,0.0,0.0,1.0,0.0,Neutral
set,0.0,0.0,1.0,0.0,Neutral
cpu,0.0,0.0,1.0,0.0,Neutral
nowconsum,0.0,0.0,1.0,0.0,Neutral
low,0.0,1.0,0.0,-0.2732,Negative
w,0.0,0.0,0.0,0.0,Neutral
power,0.0,0.0,1.0,0.0,Neutral
w,0.0,0.0,0.0,0.0,Neutral
maxi,0.0,0.0,1.0,0.0,Neutral
wouldnt,0.0,0.0,1.0,0.0,Neutral
recommend,1.0,0.0,0.0,0.3612,Positive
ultrabookthat,0.0,0.0,1.0,0.0,Neutral
k,0.0,0.0,0.0,0.0,Neutral
display,0.0,0.0,1.0,0.0,Neutral
cpu,0.0,0.0,1.0,0.0,Neutral
previous,0.0,0.0,1.0,0.0,Neutral
xp,1.0,0.0,0.0,0.3818,Positive
carbonxwhil,0.0,0.0,1.0,0.0,Neutral
k,0.0,0.0,0.0,0.0,Neutral
nice,1.0,0.0,0.0,0.4215,Positive
look,0.0,0.0,1.0,0.0,Neutral
make,0.0,0.0,1.0,0.0,Neutral
ultrabook,0.0,0.0,1.0,0.0,Neutral
run,0.0,0.0,1.0,0.0,Neutral
lothott,0.0,0.0,1.0,0.0,Neutral
goe,0.0,0.0,1.0,0.0,Neutral
cpu,0.0,0.0,1.0,0.0,Neutral
also,0.0,0.0,1.0,0.0,Neutral
wast,0.0,0.0,1.0,0.0,Neutral
money,0.0,0.0,1.0,0.0,Neutral
comparisonto,0.0,0.0,1.0,0.0,Neutral
perform,0.0,0.0,1.0,0.0,Neutral
